Dose,Date,Skew,Kurtosis,Time,Cell,Variance,Ligand,Mean,alphStatCov
84,4/18/2019,6.065352,95.20487,4,CD8,15305838,IL2,5089.178,0
28,4/18/2019,2.3821318,17.231792,4,CD8,10441432,IL2,4348.9233,0
9.333333,4/18/2019,1.7572792,5.1430807,4,CD8,7326724,IL2,3158.372,0
3.111,4/18/2019,1.3124269,2.6037188,4,CD8,6346448,IL2,3024.9385,0
1.037037,4/18/2019,3.8348975,19.70704,4,CD8,2840192.2,IL2,617.2677,0
0.345679,4/18/2019,6.367411,68.93848,4,CD8,1928635.4,IL2,321.93848,0
0.115226,4/18/2019,3.7965965,22.18656,4,CD8,755676.25,IL2,179.89539,0
0.038409,4/18/2019,2.9214206,22.71788,4,CD8,350941.16,IL2,39.47632,0
0.012803,4/18/2019,3.3685834,34.678474,4,CD8,300729.9,IL2,0,0
0.004268,4/18/2019,8.588002,167.35802,4,CD8,412780.25,IL2,58.723145,0
0.001423,4/18/2019,2.6609771,19.584345,4,CD8,322108.16,IL2,89.446045,0
0.000474,4/18/2019,10.3932085,127.0011,4,CD8,2674439.2,IL2,170.46948,0
84,4/18/2019,2.6010284,11.94369,2,NK,6571372,IL2,2682.3958,0
28,4/18/2019,1.2346066,0.8254304,2,NK,5504061,IL2,2061.3499,0
9.333333,4/18/2019,0.9973753,1.1529617,2,NK,4368952.5,IL2,2082.6125,0
3.111,4/18/2019,1.059473,1.2669482,2,NK,4961320,IL2,1727.4314,0
1.037037,4/18/2019,1.3012949,0.7823708,2,NK,4894044.5,IL2,326.4912,0
0.345679,4/18/2019,1.307307,0.84359336,2,NK,4564071,IL2,230.58398,0
0.115226,4/18/2019,1.0401565,-0.010072708,2,NK,5746597,IL2,525.77954,0
0.038409,4/18/2019,1.0414535,-0.040519,2,NK,4084051.8,IL2,219.93188,0
0.012803,4/18/2019,0.92151827,-0.41787314,2,NK,5576807,IL2,547.9065,0
0.004268,4/18/2019,1.3535932,1.2456388,2,NK,3766616.2,IL2,0,0
0.001423,4/18/2019,1.1714404,0.24179268,2,NK,4872033.5,IL2,344.04297,0
0.000474,4/18/2019,1.2986994,0.965683,2,NK,4588382.5,IL2,323.49268,0
84,4/18/2019,1.1081331,2.4963965,2,CD8,7652689,IL2,3838.07,0
28,4/18/2019,4.1152697,38.944374,2,CD8,9510621,IL2,3577.737,0
9.333333,4/18/2019,9.517146,158.80286,2,CD8,11537576,IL2,3618.451,0
3.111,4/18/2019,6.839161,91.68839,2,CD8,5259324,IL2,1732.8582,0
1.037037,4/18/2019,4.2036433,26.088064,2,CD8,1701515.1,IL2,388.0287,0
0.345679,4/18/2019,2.3683748,12.868484,2,CD8,321425.66,IL2,42.28235,0
0.115226,4/18/2019,2.4535913,12.73239,2,CD8,316873.28,IL2,18.18103,0
0.038409,4/18/2019,2.3983338,13.560932,2,CD8,264943.78,IL2,58.41272,0
0.012803,4/18/2019,1.4389645,6.1096144,2,CD8,235167.89,IL2,0,0
0.004268,4/18/2019,2.0352654,9.88168,2,CD8,312783.97,IL2,6.0686035,0
0.001423,4/18/2019,3.0544558,25.532467,2,CD8,333275.56,IL2,19.621948,0
0.000474,4/18/2019,2.3663216,11.592856,2,CD8,322393.7,IL2,101.17493,0
84,4/18/2019,1.1758112,1.1300106,1,NK,6035668.5,IL2,2718.434,0
28,4/18/2019,0.9299883,1.145854,1,NK,6288862.5,IL2,3013.876,0
9.333333,4/18/2019,1.0046585,0.6182568,1,NK,5943261,IL2,2674.0918,0
3.111,4/18/2019,0.9922596,0.3821435,1,NK,6435588.5,IL2,2371.912,0
1.037037,4/18/2019,1.9312894,4.5571012,1,NK,5842171.5,IL2,535.1924,0
0.345679,4/18/2019,1.661003,1.9573746,1,NK,3348323.5,IL2,87.42554,0
0.115226,4/18/2019,1.2077882,0.44487596,1,NK,3537814.8,IL2,251.65063,0
0.038409,4/18/2019,1.2453147,0.65449166,1,NK,4083539.2,IL2,239.17456,0
0.012803,4/18/2019,1.200615,0.24690366,1,NK,2877463,IL2,0,0
0.004268,4/18/2019,1.9836065,5.156889,1,NK,4160190.8,IL2,218.34521,0
0.001423,4/18/2019,1.3389972,1.3871651,1,NK,2865830.5,IL2,26.650635,0
0.000474,4/18/2019,0.8216319,-0.56767726,1,NK,4293707.5,IL2,569.49365,0
84,4/18/2019,0.75367266,0.49108076,1,CD8,5503222.5,IL2,3440.1543,0
28,4/18/2019,0.84639764,0.6652951,1,CD8,5504638,IL2,3256.6338,0
9.333333,4/18/2019,1.0326921,1.4869905,1,CD8,5058750,IL2,2989.603,0
3.111,4/18/2019,1.4826037,3.7062602,1,CD8,3060294,IL2,1591.5667,0
1.037037,4/18/2019,4.1200147,25.622297,1,CD8,1069350.2,IL2,311.37335,0
0.345679,4/18/2019,2.9805348,21.43634,1,CD8,334854.66,IL2,36.76837,0
0.115226,4/18/2019,1.5034459,8.395089,1,CD8,236416.03,IL2,30.253479,0
0.038409,4/18/2019,2.0818624,14.390949,1,CD8,260537.03,IL2,0,0
0.012803,4/18/2019,0.8848714,1.9800553,1,CD8,219262.06,IL2,10.269775,0
0.004268,4/18/2019,2.397935,14.409708,1,CD8,291662.4,IL2,34.725525,0
0.001423,4/18/2019,2.3101318,14.321592,1,CD8,289968.6,IL2,74.18231,0
0.000474,4/18/2019,3.6062846,26.814148,1,CD8,358115.78,IL2,42.134827,0
84,4/18/2019,0.57398236,-0.08793688,0.5,NK,3478248.5,IL2,2923.2646,0
28,4/18/2019,1.0000055,0.27795696,0.5,NK,5977033,IL2,3139.4053,0
9.333333,4/18/2019,1.106362,1.4147539,0.5,NK,5713947,IL2,3141.0835,0
3.111,4/18/2019,0.7997595,-0.15828228,0.5,NK,5804263,IL2,3017.1191,0
1.037037,4/18/2019,1.0139617,0.28761554,0.5,NK,4870891.5,IL2,984.35547,0
0.345679,4/18/2019,1.4232937,0.8691094,0.5,NK,4961823.5,IL2,604.626,0
0.115226,4/18/2019,1.3464577,1.2063384,0.5,NK,1883191,IL2,0,0
0.038409,4/18/2019,1.2655113,0.67278075,0.5,NK,3370343.8,IL2,562.5288,0
0.012803,4/18/2019,1.1345944,0.6864965,0.5,NK,2825986.8,IL2,653.75586,0
0.004268,4/18/2019,0.8570704,0.011864901,0.5,NK,4072873.8,IL2,1113.418,0
0.001423,4/18/2019,0.83741647,-0.21907401,0.5,NK,1714669.9,IL2,360.4148,0
0.000474,4/18/2019,0.9044334,-0.11081624,0.5,NK,4187212.8,IL2,1026.4795,0
84,4/18/2019,0.8546692,1.2853699,0.5,CD8,6968072.5,IL2,4668.813,0
28,4/18/2019,0.74475205,1.0490541,0.5,CD8,8080258.5,IL2,5493.7285,0
9.333333,4/18/2019,0.76384217,0.6515455,0.5,CD8,6621864,IL2,4536.9023,0
3.111,4/18/2019,4.4832263,47.24294,0.5,CD8,9820997,IL2,2865.1997,0
1.037037,4/18/2019,5.7625284,60.46537,0.5,CD8,599051.1,IL2,223.99225,0
0.345679,4/18/2019,2.1258383,11.5482,0.5,CD8,252106.67,IL2,0,0
0.115226,4/18/2019,0.9127145,2.7972674,0.5,CD8,206215.22,IL2,87.98236,0
0.038409,4/18/2019,3.200005,30.680866,0.5,CD8,297184.16,IL2,125.3418,0
0.012803,4/18/2019,6.1421733,67.06068,0.5,CD8,520768.12,IL2,176.25531,0
0.004268,4/18/2019,4.985558,46.37888,0.5,CD8,413205.03,IL2,176.53937,0
0.001423,4/18/2019,2.4683058,11.342278,0.5,CD8,361750.97,IL2,116.94702,0
0.000474,4/18/2019,1.3720102,4.0229473,0.5,CD8,222539.78,IL2,93.51477,0
84,4/18/2019,1.2175732,1.2528586,4,NK,5332826.5,IL15,2327.6375,0
28,4/18/2019,1.4084183,1.6093988,4,NK,7324199,IL15,2408.0125,0
9.333333,4/18/2019,1.1967582,1.8181381,4,NK,7767452.5,IL15,3384.014,0
3.111,4/18/2019,0.8922688,0.025231123,4,NK,8763439,IL15,2530.7815,0
1.037037,4/18/2019,1.193219,1.328681,4,NK,4508512,IL15,2359.1125,0
0.345679,4/18/2019,0.9736669,-0.005504131,4,NK,5692575,IL15,1646.9597,0
0.115226,4/18/2019,1.5144199,2.3372073,4,NK,5935202.5,IL15,1200.5203,0
0.038409,4/18/2019,0.63394046,-0.8899381,4,NK,3963316.5,IL15,949.72046,0
0.012803,4/18/2019,0.7277984,-0.7282181,4,NK,4262204.5,IL15,743.0261,0
0.004268,4/18/2019,1.1152782,1.3419261,4,NK,2617343.2,IL15,128.56177,0
0.001423,4/18/2019,1.1334894,0.52005196,4,NK,2338168,IL15,0,0
0.000474,4/18/2019,0.7984505,-0.246243,4,NK,2677022.5,IL15,466.84058,0
84,4/18/2019,0.8640875,1.9815984,4,CD8,8057578.5,IL15,4379.083,0
28,4/18/2019,0.92788124,2.4260206,4,CD8,8098283,IL15,4476.9985,0
9.333333,4/18/2019,0.79325116,1.0577769,4,CD8,10706015,IL15,5317.2695,0
3.111,4/18/2019,0.852051,1.4532938,4,CD8,7883941,IL15,4534.355,0
1.037037,4/18/2019,2.0272474,8.947042,4,CD8,4970178,IL15,2681.2002,0
0.345679,4/18/2019,2.4164,8.774416,4,CD8,1789643,IL15,938.35175,0
0.115226,4/18/2019,4.186636,32.045326,4,CD8,558614.9,IL15,270.4168,0
0.038409,4/18/2019,2.6927674,18.626982,4,CD8,354814.22,IL15,71.08783,0
0.012803,4/18/2019,2.8668504,21.025238,4,CD8,265867.3,IL15,23.834778,0
0.004268,4/18/2019,2.4962363,14.005297,4,CD8,345211.9,IL15,101.980896,0
0.001423,4/18/2019,1.467295,7.204569,4,CD8,256656.42,IL15,0,0
0.000474,4/18/2019,4.6096525,28.17463,4,CD8,960440.75,IL15,224.65717,0
84,4/18/2019,1.1710143,1.6229467,2,NK,4992784.5,IL15,3208.1357,0
28,4/18/2019,1.2188003,0.9495852,2,NK,8961885,IL15,3358.4521,0
9.333333,4/18/2019,0.7230101,-0.39854217,2,NK,4730336,IL15,2729.7593,0
3.111,4/18/2019,1.2577089,2.7422686,2,NK,4169189.8,IL15,2470.42,0
1.037037,4/18/2019,1.2899231,1.1339536,2,NK,3922533.2,IL15,989.9414,0
0.345679,4/18/2019,2.1002297,5.9779787,2,NK,1917841.4,IL15,0,0
0.115226,4/18/2019,1.5220536,2.346438,2,NK,4451359,IL15,768.6096,0
0.038409,4/18/2019,1.6639442,3.3007789,2,NK,3011516,IL15,515.04395,0
0.012803,4/18/2019,1.5227525,1.273932,2,NK,4081372.5,IL15,712.69165,0
0.004268,4/18/2019,4.9134755,27.43889,2,NK,17612798,IL15,1188.5039,0
0.001423,4/18/2019,1.2555053,0.68013644,2,NK,2809651.2,IL15,374.12964,0
0.000474,4/18/2019,1.1259221,-0.024190187,2,NK,3659893.2,IL15,930.5305,0
84,4/18/2019,1.0591741,2.6296034,2,CD8,6661693,IL15,3715.497,0
28,4/18/2019,1.556292,5.068568,2,CD8,7805950,IL15,3161.2383,0
9.333333,4/18/2019,1.8473265,8.921382,2,CD8,6513265.5,IL15,3225.6885,0
3.111,4/18/2019,1.1029234,2.3270187,2,CD8,5718799.5,IL15,3165.7036,0
1.037037,4/18/2019,1.4843824,4.285191,2,CD8,350806.16,IL15,100.8385,0
0.345679,4/18/2019,2.4036152,15.828285,2,CD8,313359.3,IL15,23.664917,0
0.115226,4/18/2019,4.562209,43.053406,2,CD8,443967.62,IL15,5.0012207,0
0.038409,4/18/2019,0.94610125,3.995596,2,CD8,227322.08,IL15,18.272095,0
0.012803,4/18/2019,3.59158,29.783531,2,CD8,300050.03,IL15,61.523804,0
0.004268,4/18/2019,6.6959085,84.173805,2,CD8,446199.53,IL15,0,0
0.001423,4/18/2019,16.796862,305.9096,2,CD8,2696744,IL15,23.725708,0
0.000474,4/18/2019,0.5603108,1.4083638,2,CD8,214307.81,IL15,54.776978,0
84,4/18/2019,1.0416238,0.50882626,1,NK,6424012.5,IL15,3343.596,0
28,4/18/2019,1.1271967,0.8783057,1,NK,10751312,IL15,3429.9177,0
9.333333,4/18/2019,1.0312018,0.15313101,1,NK,8024167.5,IL15,2931.2424,0
3.111,4/18/2019,0.74867,-0.42226696,1,NK,4841681,IL15,2494.6833,0
1.037037,4/18/2019,1.1312321,0.42615366,1,NK,3529470.8,IL15,499.17065,0
0.345679,4/18/2019,0.8608761,-0.3003099,1,NK,3816093.5,IL15,229.97583,0
0.115226,4/18/2019,0.91040677,-0.088410854,1,NK,4264339,IL15,317.25,0
0.038409,4/18/2019,1.5852821,2.1196132,1,NK,3322833,IL15,0,0
0.012803,4/18/2019,0.9960334,0.25413227,1,NK,4040369.5,IL15,503.531,0
0.004268,4/18/2019,0.74115604,-0.48056388,1,NK,3035859,IL15,657.64233,0
0.001423,4/18/2019,1.331299,0.76720405,1,NK,3775945.8,IL15,206.87329,0
0.000474,4/18/2019,0.9436184,-0.029091358,1,NK,5931507.5,IL15,876.9763,0
84,4/18/2019,0.83899677,0.81120706,1,CD8,5455090,IL15,3510.2034,0
28,4/18/2019,0.75348204,0.8459437,1,CD8,6500572.5,IL15,4025.508,0
9.333333,4/18/2019,0.9957847,0.9824228,1,CD8,5607041,IL15,2863.082,0
3.111,4/18/2019,0.9265429,1.6679044,1,CD8,4616127,IL15,3556.3167,0
1.037037,4/18/2019,2.0351171,8.289106,1,CD8,568826.94,IL15,328.711,0
0.345679,4/18/2019,1.7645247,4.8956184,1,CD8,363484.3,IL15,143.92108,0
0.115226,4/18/2019,1.0552163,1.9691916,1,CD8,216089.97,IL15,100.33258,0
0.038409,4/18/2019,4.206823,36.612484,1,CD8,380006.2,IL15,140.6867,0
0.012803,4/18/2019,2.4829247,15.05722,1,CD8,310717.8,IL15,135.07965,0
0.004268,4/18/2019,7.6032963,91.41567,1,CD8,527181.5,IL15,79.04462,0
0.001423,4/18/2019,0.40983066,0.13605738,1,CD8,201642.14,IL15,0,0
0.000474,4/18/2019,3.3415616,20.867992,1,CD8,377232.56,IL15,116.01532,0
84,4/18/2019,0.7428866,-0.45240092,0.5,NK,8743771,IL15,3920.98,0
28,4/18/2019,1.2819268,2.4446163,0.5,NK,5706062.5,IL15,2999.437,0
9.333333,4/18/2019,1.5716121,2.4990668,0.5,NK,5868376.5,IL15,2854.5347,0
3.111,4/18/2019,1.0495698,1.230494,0.5,NK,6970034.5,IL15,4074.8706,0
1.037037,4/18/2019,0.92923796,-0.38820267,0.5,NK,4097149.5,IL15,1014.69385,0
0.345679,4/18/2019,0.6297656,-0.44183993,0.5,NK,2099390.5,IL15,0,0
0.115226,4/18/2019,1.0736785,0.35970044,0.5,NK,3553211,IL15,223.9165,0
0.038409,4/18/2019,1.2324598,0.615896,0.5,NK,5224301.5,IL15,339.22632,0
0.012803,4/18/2019,0.78847504,-0.8300967,0.5,NK,5378341,IL15,662.7549,0
0.004268,4/18/2019,1.0095605,0.12857985,0.5,NK,2968402,IL15,163.69287,0
0.001423,4/18/2019,1.0996262,0.05563283,0.5,NK,3851660.8,IL15,334.5415,0
0.000474,4/18/2019,1.4025859,0.93848133,0.5,NK,3792334.2,IL15,570.5581,0
84,4/18/2019,2.2269032,13.921307,0.5,CD8,11620314,IL15,6549.766,0
28,4/18/2019,1.6957176,8.163208,0.5,CD8,9458199,IL15,5410.3755,0
9.333333,4/18/2019,0.3593295,0.02382207,0.5,CD8,7372190,IL15,5742.6655,0
3.111,4/18/2019,0.3714797,-0.15382934,0.5,CD8,7788134.5,IL15,5622.5293,0
1.037037,4/18/2019,1.2704335,1.7272434,0.5,CD8,1200778,IL15,896.1451,0
0.345679,4/18/2019,5.518066,53.283443,0.5,CD8,422856.84,IL15,0,0
0.115226,4/18/2019,2.1790931,11.502306,0.5,CD8,323408.97,IL15,177.69257,0
0.038409,4/18/2019,4.565998,43.639175,0.5,CD8,374593.62,IL15,172.29633,0
0.012803,4/18/2019,1.2860008,6.4872427,0.5,CD8,228246.78,IL15,93.28204,0
0.004268,4/18/2019,2.2349164,12.014946,0.5,CD8,364670.06,IL15,162.22882,0
0.001423,4/18/2019,1.00364,2.3432903,0.5,CD8,228968.42,IL15,101.61163,0
0.000474,4/18/2019,2.1966171,13.831696,0.5,CD8,267387.28,IL15,184.27081,0
84,4/19/2019,1.3240821,1.5672626,4,Treg,524964860,WT N-term,18766.436,2990716.086
28,4/19/2019,1.7371593,3.6817508,4,Treg,271496420,WT N-term,11461.195,1995814.955
9.333333,4/19/2019,1.8241258,4.1868362,4,Treg,353220540,WT N-term,13442.207,2747448.517
3.111,4/19/2019,1.8776897,3.6114311,4,Treg,347911420,WT N-term,11364.496,3401027.386
1.037037,4/19/2019,2.859454,18.659952,4,Treg,349350530,WT N-term,9284.666,3887886.896
0.345679,4/19/2019,2.3795896,5.5442057,4,Treg,336262560,WT N-term,9555.525,3556036.037
0.115226,4/19/2019,2.1747649,4.7037206,4,Treg,444628260,WT N-term,10091.33,4935300.162
0.038409,4/19/2019,2.1757593,4.4675536,4,Treg,317923680,WT N-term,8223.541,4506970.653
0.012803,4/19/2019,2.426619,6.102132,4,Treg,230426800,WT N-term,6107.058,3874016.042
0.004268,4/19/2019,3.1447232,11.016272,4,Treg,163537150,WT N-term,3787.392,3228977.559
0.001423,4/19/2019,5.3446083,34.140068,4,Treg,44515450,WT N-term,63.73633,1116263.237
0.000474,4/19/2019,5.288316,34.106533,4,Treg,35814970,WT N-term,0,942071.6413
84,4/19/2019,1.3147805,1.4749002,4,Thelper,468222980,WT N-term,18726.91,3617076.362
28,4/19/2019,1.7280703,3.8165154,4,Thelper,229991220,WT N-term,12020.512,2765301.152
9.333333,4/19/2019,1.9084374,4.8879404,4,Thelper,301786140,WT N-term,13332.189,3437620.634
3.111,4/19/2019,1.9639829,4.054276,4,Thelper,289649950,WT N-term,11400.629,3840805.164
1.037037,4/19/2019,2.5159242,6.847575,4,Thelper,251149310,WT N-term,8250.326,4183666.347
0.345679,4/19/2019,2.4846277,6.346159,4,Thelper,266076320,WT N-term,8608.516,4683021.923
0.115226,4/19/2019,2.4338136,6.2693367,4,Thelper,338332380,WT N-term,8957.33,5936319.548
0.038409,4/19/2019,2.3651226,5.569908,4,Thelper,265635500,WT N-term,7840.344,5252739.873
0.012803,4/19/2019,2.9643655,10.162389,4,Thelper,151593730,WT N-term,4881.4116,3914997.168
0.004268,4/19/2019,4.207833,21.950542,4,Thelper,65157244,WT N-term,2350.1812,2012472.414
0.001423,4/19/2019,88.43047,7860.3975,4,Thelper,1706892000,WT N-term,389.43115,664550.4815
0.000474,4/19/2019,7.3276973,108.51767,4,Thelper,7157473.5,WT N-term,0,202357.0299
84,4/19/2019,1.3288318,1.4637094,4,Treg,312109760,WT N-term,13400.787,2783597.523
28,4/19/2019,1.7298365,3.491324,4,Treg,191242770,WT N-term,9647.367,2233045.007
9.333333,4/19/2019,2.1787095,6.0013943,4,Treg,228366930,WT N-term,9644.766,2162559.841
3.111,4/19/2019,52.50779,3080.0613,4,Treg,1899674100,WT N-term,8642.357,2076765.78
1.037037,4/19/2019,2.0518966,4.236979,4,Treg,228902420,WT N-term,8607.871,3375262.162
0.345679,4/19/2019,3.666881,15.979761,4,Treg,156681170,WT N-term,5150.138,1630506.554
0.115226,4/19/2019,3.0736015,11.023181,4,Treg,231806510,WT N-term,6695.901,2692373.103
0.038409,4/19/2019,2.553455,6.880069,4,Treg,239713310,WT N-term,7327.48,3211289.546
0.012803,4/19/2019,3.3204167,12.7219715,4,Treg,138801760,WT N-term,4307.691,1948626.699
0.004268,4/19/2019,3.412096,18.1624,4,Treg,17314066,WT N-term,637.4888,423398.9873
0.001423,4/19/2019,39.92352,1593.5867,4,Treg,8504391700,WT N-term,2751.06,1676412.733
0.000474,4/19/2019,6.6138983,80.92632,4,Treg,10823733,WT N-term,0,-157525.4944
84,4/19/2019,1.3297411,1.4525442,4,Thelper,278862880,WT N-term,13629.419,3326896.39
28,4/19/2019,1.8744699,4.7805333,4,Thelper,133587100,WT N-term,8832.008,2128186.442
9.333333,4/19/2019,2.7787197,11.191254,4,Thelper,109809780,WT N-term,6001.7344,1754921.055
3.111,4/19/2019,3.0540504,11.78068,4,Thelper,127739820,WT N-term,6476.209,2595684.341
1.037037,4/19/2019,2.8748906,9.87847,4,Thelper,131265240,WT N-term,5675.1094,3440984.201
0.345679,4/19/2019,5.697878,45.547108,4,Thelper,55475030,WT N-term,2393.5156,1371762.188
0.115226,4/19/2019,4.3542547,22.907782,4,Thelper,110527740,WT N-term,3393.5752,2957180.67
0.038409,4/19/2019,3.5796647,15.533106,4,Thelper,128040776,WT N-term,4549.044,3561502.418
0.012803,4/19/2019,23.625292,1254.5635,4,Thelper,77141576,WT N-term,1718.9736,1545497.879
0.004268,4/19/2019,19.91599,999.39795,4,Thelper,12507013,WT N-term,288.9712,325399.1667
0.001423,4/19/2019,2.3312852,29.00925,4,Thelper,5232940.5,WT N-term,226.68213,222342.8315
0.000474,4/19/2019,0.99696976,5.050349,4,Thelper,5502215,WT N-term,0,-240936.0196
84,4/19/2019,1.2191443,0.92949224,4,Treg,402021440,WT N-term,15579.454,2867163.848
28,4/19/2019,5.6281633,94.48731,4,Treg,437908200,WT N-term,13416.11,2731337.486
9.333333,4/19/2019,1.4699413,1.8272138,4,Treg,343406370,WT N-term,13286.231,2819262.299
3.111,4/19/2019,1.9907343,6.935524,4,Treg,313817120,WT N-term,11011.622,3536577.861
1.037037,4/19/2019,1.8868706,3.1071782,4,Treg,286706780,WT N-term,9010.85,4130265.145
0.345679,4/19/2019,2.413774,8.17171,4,Treg,430924540,WT N-term,11125.909,4762496.702
0.115226,4/19/2019,2.1247451,4.3460917,4,Treg,277887170,WT N-term,7591.9473,4259437.193
0.038409,4/19/2019,2.2706819,5.0571117,4,Treg,322146600,WT N-term,7902.171,4669012.902
0.012803,4/19/2019,15.338233,564.8189,4,Treg,329659100,WT N-term,6006.244,3985149.661
0.004268,4/19/2019,2.8693337,8.959418,4,Treg,123028600,WT N-term,3157.6064,3003712.022
0.001423,4/19/2019,3.2758813,11.735472,4,Treg,85680280,WT N-term,1793.4678,2469344.939
0.000474,4/19/2019,28.48992,1175.0253,4,Treg,110890370,WT N-term,0,1157245.98
84,4/19/2019,7.1714005,224.6496,4,Thelper,463906800,WT N-term,16871.277,3572801.472
28,4/19/2019,1.3711865,1.5180612,4,Thelper,308144900,WT N-term,14410.172,3068899.373
9.333333,4/19/2019,1.5568455,2.123331,4,Thelper,302168060,WT N-term,13724.18,3317462.471
3.111,4/19/2019,16.768545,823.0274,4,Thelper,351581200,WT N-term,10709.73,3745325.195
1.037037,4/19/2019,2.1459317,4.526975,4,Thelper,231931890,WT N-term,8963.355,3921037.355
0.345679,4/19/2019,2.5630727,10.720343,4,Thelper,364573380,WT N-term,11376.508,4854417.715
0.115226,4/19/2019,2.4615011,6.1255064,4,Thelper,207745940,WT N-term,7162.6597,4316094.425
0.038409,4/19/2019,2.53081,6.7576475,4,Thelper,247359500,WT N-term,7771.939,4656281.303
0.012803,4/19/2019,2.9299047,9.846438,4,Thelper,141752020,WT N-term,5337.52,3447401.876
0.004268,4/19/2019,36.2953,2375.8872,4,Thelper,128440120,WT N-term,2707.3184,2068668.546
0.001423,4/19/2019,5.039874,34.80944,4,Thelper,24132142,WT N-term,1198.8799,894605.3531
0.000474,4/19/2019,5.205385,75.114235,4,Thelper,4218331,WT N-term,0,99818.15232
84,4/19/2019,0.838231,-0.048496723,0.5,Treg,628650100,WT N-term,25300.715,3386414.299
28,4/19/2019,1.1059923,0.8028891,0.5,Treg,535180800,WT N-term,21548.117,4032916.415
9.333333,4/19/2019,1.7467636,2.692237,0.5,Treg,516145900,WT N-term,15416.197,6283446.076
3.111,4/19/2019,1.582412,1.8484206,0.5,Treg,444946430,WT N-term,14812.326,6096250.128
1.037037,4/19/2019,1.6918999,2.274754,0.5,Treg,395331700,WT N-term,13094.871,5856327.356
0.345679,4/19/2019,2.7349,7.8295116,0.5,Treg,199272530,WT N-term,8038.9883,3629074.547
0.115226,4/19/2019,3.7991767,16.675419,0.5,Treg,105907544,WT N-term,4561.8164,2650543.961
0.038409,4/19/2019,3.9516459,17.84963,0.5,Treg,51534616,WT N-term,2291.5625,1123773.678
0.012803,4/19/2019,4.5141816,26.07079,0.5,Treg,25982050,WT N-term,1497.9395,938871.5201
0.004268,4/19/2019,5.0061007,30.435257,0.5,Treg,51436108,WT N-term,2099.4995,1087500.542
0.001423,4/19/2019,4.9658303,48.902122,0.5,Treg,8095137.5,WT N-term,437.1748,144999.5997
0.000474,4/19/2019,2.3077073,12.969057,0.5,Treg,4961446.5,WT N-term,0,10310.58813
84,4/19/2019,0.71376073,-0.1829567,0.5,Thelper,560705340,WT N-term,26871.096,4178698.906
28,4/19/2019,0.99425167,0.48454547,0.5,Thelper,470282850,WT N-term,22108,4960635.503
9.333333,4/19/2019,1.657249,2.3447785,0.5,Thelper,440083400,WT N-term,15246.443,8017939.334
3.111,4/19/2019,1.5155134,1.7137418,0.5,Thelper,408712030,WT N-term,15242.445,7980852.078
1.037037,4/19/2019,1.6064065,2.037805,0.5,Thelper,342361920,WT N-term,13360.383,6905129.599
0.345679,4/19/2019,2.8843012,10.337485,0.5,Thelper,109279750,WT N-term,6632.2344,3001866.228
0.115226,4/19/2019,6.053775,65.30159,0.5,Thelper,22246198,WT N-term,2682.5347,1032695.249
0.038409,4/19/2019,5.799295,119.56648,0.5,Thelper,5188624.5,WT N-term,403.98242,-99035.89699
0.012803,4/19/2019,4.2157564,49.089874,0.5,Thelper,4135286.8,WT N-term,795.99414,123783.7736
0.004268,4/19/2019,9.225365,135.88728,0.5,Thelper,14319847,WT N-term,1058.6172,311638.904
0.001423,4/19/2019,79.53152,7326.3286,0.5,Thelper,21711664,WT N-term,383.36377,-19119.48498
0.000474,4/19/2019,1.6369088,11.526863,0.5,Thelper,2597602.5,WT N-term,0,-27796.58044
84,4/19/2019,2.0253696,4.675182,4,Treg,148968530,H16N N-term,8592.093,3028425.327
28,4/19/2019,2.1864512,5.414091,4,Treg,124330820,H16N N-term,6930.454,2596387.886
9.333333,4/19/2019,52.498486,3164.211,4,Treg,1149178600,H16N N-term,7875.2764,2990298.25
3.111,4/19/2019,2.299424,5.1515255,4,Treg,115919160,H16N N-term,6139.6553,2548827.61
1.037037,4/19/2019,38.391403,1953.3649,4,Treg,354784320,H16N N-term,5487.7266,2093176.309
0.345679,4/19/2019,2.8325377,9.116091,4,Treg,114660360,H16N N-term,7538.2354,1909746.875
0.115226,4/19/2019,2.4525948,6.5105333,4,Treg,110248320,H16N N-term,5583.8545,2072837.107
0.038409,4/19/2019,45.101414,2108.8855,4,Treg,2472098300,H16N N-term,5390.0986,2923372.085
0.012803,4/19/2019,2.8628306,9.152568,4,Treg,65280564,H16N N-term,3709.499,1764835.88
0.004268,4/19/2019,29.729807,1164.2388,4,Treg,251458780,H16N N-term,3751.3691,1844216.804
0.001423,4/19/2019,2.885459,9.163964,4,Treg,49128210,H16N N-term,2499.7104,1801283.894
0.000474,4/19/2019,4.047138,29.274658,4,Treg,9995605,H16N N-term,0,123521.1157
84,4/19/2019,2.452115,7.7223682,4,Thelper,84336310,H16N N-term,6519.2207,2015615.173
28,4/19/2019,2.939303,11.546828,4,Thelper,77806620,H16N N-term,5587.67,2270396.667
9.333333,4/19/2019,2.889274,10.323359,4,Thelper,111683170,H16N N-term,6705.6777,2678503.372
3.111,4/19/2019,3.0518148,11.234138,4,Thelper,69791570,H16N N-term,4945.3174,2254197.944
1.037037,4/19/2019,49.042446,3676.3496,4,Thelper,162628420,H16N N-term,4555.1514,1937317.556
0.345679,4/19/2019,2.8118935,9.047028,4,Thelper,77349360,H16N N-term,5658.1807,2947125.311
0.115226,4/19/2019,3.572997,15.39889,4,Thelper,51555750,H16N N-term,3665.8,1845104.558
